epoch (ms),time (18:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1535503439999,2018-08-29T09:43:59.999,13.340,-1.037,-0.183,-1.159
1535503439999,2018-08-29T09:43:59.999,13.340,-0.610,-1.341,-2.073
1535503440122,2018-08-29T09:44:00.122,13.463,0.244,-2.134,-2.195
1535503440122,2018-08-29T09:44:00.122,13.463,-0.305,-2.805,-3.232
1535503440122,2018-08-29T09:44:00.122,13.463,-0.854,-2.195,-3.537
1535503440246,2018-08-29T09:44:00.246,13.587,-0.976,-1.890,-5.244
1535503440246,2018-08-29T09:44:00.246,13.587,-0.061,-0.427,-4.085
1535503440246,2018-08-29T09:44:00.246,13.587,-0.976,0.610,-3.720
1535503440359,2018-08-29T09:44:00.359,13.700,-1.707,1.098,-2.317
1535503440359,2018-08-29T09:44:00.359,13.700,-2.195,0.732,-2.500
1535503440359,2018-08-29T09:44:00.359,13.700,-2.500,1.402,-2.622
1535503440483,2018-08-29T09:44:00.483,13.824,-2.805,0.915,-1.098
1535503440483,2018-08-29T09:44:00.483,13.824,-1.707,0.793,0.305
1535503440483,2018-08-29T09:44:00.483,13.824,0.671,1.524,1.585
1535503440607,2018-08-29T09:44:00.607,13.948,0.610,0.061,1.402
1535503440607,2018-08-29T09:44:00.607,13.948,2.683,0.305,0.427
1535503440607,2018-08-29T09:44:00.607,13.948,0.976,0.366,-2.561
1535503440730,2018-08-29T09:44:00.730,14.071,-2.805,0.305,-4.085
1535503440730,2018-08-29T09:44:00.730,14.071,-3.963,2.622,-5.915
1535503440730,2018-08-29T09:44:00.730,14.071,-4.817,3.476,-9.085
1535503440843,2018-08-29T09:44:00.843,14.184,-2.500,2.378,-7.622
1535503440843,2018-08-29T09:44:00.843,14.184,0.732,1.829,-4.634
1535503440843,2018-08-29T09:44:00.843,14.184,2.256,0.488,-1.037
