epoch (ms),time (18:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1535604067627,2018-08-30T13:41:07.627,29.588,-0.204,0.760,0.276
1535604067627,2018-08-30T13:41:07.627,29.588,-0.208,0.830,0.275
1535604067627,2018-08-30T13:41:07.627,29.588,-0.173,1.026,0.331
1535604067869,2018-08-30T13:41:07.869,29.830,-0.148,1.264,0.327
1535604067869,2018-08-30T13:41:07.869,29.830,0.018,0.906,0.096
1535604067869,2018-08-30T13:41:07.869,29.830,-0.183,0.915,0.026
1535604068019,2018-08-30T13:41:08.019,29.980,-0.118,0.936,0.119
1535604068019,2018-08-30T13:41:08.019,29.980,-0.033,0.814,0.223
1535604068019,2018-08-30T13:41:08.019,29.980,-0.012,0.802,0.238
1535604068282,2018-08-30T13:41:08.282,30.243,-0.096,0.982,0.248
1535604068282,2018-08-30T13:41:08.282,30.243,-0.115,1.177,0.274
1535604068282,2018-08-30T13:41:08.282,30.243,-0.218,0.966,0.196
1535604068986,2018-08-30T13:41:08.986,30.947,-0.290,0.880,0.120
1535604068986,2018-08-30T13:41:08.986,30.947,-0.137,0.895,0.117
1535604068986,2018-08-30T13:41:08.986,30.947,-0.183,0.737,0.194
1535604069048,2018-08-30T13:41:09.048,31.009,-0.207,0.814,0.210
1535604069048,2018-08-30T13:41:09.048,31.009,-0.202,1.011,0.220
1535604069048,2018-08-30T13:41:09.048,31.009,-0.179,1.158,0.273
1535604069050,2018-08-30T13:41:09.050,31.011,-0.022,1.227,0.231
1535604069050,2018-08-30T13:41:09.050,31.011,0.029,0.758,0.088
1535604069050,2018-08-30T13:41:09.050,31.011,-0.138,0.925,0.078
1535604069210,2018-08-30T13:41:09.210,31.171,-0.105,0.814,0.168
1535604069210,2018-08-30T13:41:09.210,31.171,-0.021,0.818,0.243
1535604069210,2018-08-30T13:41:09.210,31.171,-0.023,0.852,0.239
1535604069492,2018-08-30T13:41:09.492,31.453,-0.022,1.030,0.257
1535604069492,2018-08-30T13:41:09.492,31.453,-0.112,1.306,0.344
1535604069492,2018-08-30T13:41:09.492,31.453,-0.273,0.906,0.186
1535604069697,2018-08-30T13:41:09.697,31.658,-0.228,0.786,0.162
1535604069697,2018-08-30T13:41:09.697,31.658,-0.206,0.877,0.170
1535604069697,2018-08-30T13:41:09.697,31.658,-0.206,0.748,0.230
1535604070028,2018-08-30T13:41:10.028,31.989,-0.228,0.858,0.234
1535604070028,2018-08-30T13:41:10.028,31.989,-0.220,0.979,0.286
1535604070028,2018-08-30T13:41:10.028,31.989,-0.232,1.115,0.339
1535604070344,2018-08-30T13:41:10.344,32.305,-0.105,1.115,0.243
1535604070344,2018-08-30T13:41:10.344,32.305,-0.056,0.848,0.191
1535604070344,2018-08-30T13:41:10.344,32.305,-0.203,0.867,0.195
1535604070405,2018-08-30T13:41:10.405,32.366,-0.119,0.772,0.261
1535604070405,2018-08-30T13:41:10.405,32.366,-0.074,0.801,0.300
1535604070405,2018-08-30T13:41:10.405,32.366,-0.068,0.880,0.341
1535604070653,2018-08-30T13:41:10.653,32.614,-0.109,0.996,0.379
1535604070653,2018-08-30T13:41:10.653,32.614,-0.189,1.155,0.387
1535604070653,2018-08-30T13:41:10.653,32.614,-0.245,0.812,0.240
1535604070889,2018-08-30T13:41:10.889,32.850,-0.198,0.879,0.181
1535604070889,2018-08-30T13:41:10.889,32.850,-0.183,0.881,0.231
1535604070889,2018-08-30T13:41:10.889,32.850,-0.156,0.742,0.273
1535604071192,2018-08-30T13:41:11.192,33.153,-0.133,0.865,0.262
1535604071192,2018-08-30T13:41:11.192,33.153,-0.122,0.985,0.319
1535604071192,2018-08-30T13:41:11.192,33.153,-0.159,1.076,0.360
1535604071383,2018-08-30T13:41:11.383,33.344,-0.134,1.256,0.271
1535604071383,2018-08-30T13:41:11.383,33.344,0.012,0.748,0.084
1535604071383,2018-08-30T13:41:11.383,33.344,-0.075,0.928,0.094
1535604071690,2018-08-30T13:41:11.690,33.651,-0.082,0.907,0.217
1535604071690,2018-08-30T13:41:11.690,33.651,-0.010,0.768,0.287
1535604071690,2018-08-30T13:41:11.690,33.651,-0.004,0.805,0.279
1535604072018,2018-08-30T13:41:12.018,33.979,-0.094,0.982,0.288
1535604072018,2018-08-30T13:41:12.018,33.979,-0.159,1.281,0.317
1535604072018,2018-08-30T13:41:12.018,33.979,-0.275,0.879,0.197
1535604072115,2018-08-30T13:41:12.115,34.076,-0.210,0.834,0.174
1535604072115,2018-08-30T13:41:12.115,34.076,-0.173,0.890,0.176
1535604072115,2018-08-30T13:41:12.115,34.076,-0.178,0.777,0.250
1535604072499,2018-08-30T13:41:12.499,34.460,-0.171,0.827,0.264
1535604072499,2018-08-30T13:41:12.499,34.460,-0.182,0.964,0.292
1535604072499,2018-08-30T13:41:12.499,34.460,-0.220,1.138,0.335
1535604072599,2018-08-30T13:41:12.599,34.560,-0.081,1.120,0.233
1535604072599,2018-08-30T13:41:12.599,34.560,-0.050,0.805,0.121
1535604072599,2018-08-30T13:41:12.599,34.560,-0.202,0.949,0.190
1535604073192,2018-08-30T13:41:13.192,35.153,-0.113,0.802,0.260
1535604073192,2018-08-30T13:41:13.192,35.153,-0.034,0.766,0.293
1535604073192,2018-08-30T13:41:13.192,35.153,-0.043,0.858,0.306
1535604073401,2018-08-30T13:41:13.401,35.362,-0.075,1.034,0.335
1535604073401,2018-08-30T13:41:13.401,35.362,-0.158,1.231,0.364
1535604073401,2018-08-30T13:41:13.401,35.362,-0.217,0.764,0.210
1535604073407,2018-08-30T13:41:13.407,35.368,-0.225,0.905,0.174
1535604073407,2018-08-30T13:41:13.407,35.368,-0.200,0.895,0.188
1535604073407,2018-08-30T13:41:13.407,35.368,-0.170,0.754,0.241
1535604073612,2018-08-30T13:41:13.612,35.573,-0.187,0.868,0.254
1535604073612,2018-08-30T13:41:13.612,35.573,-0.163,1.003,0.288
1535604073612,2018-08-30T13:41:13.612,35.573,-0.202,1.157,0.343
1535604073949,2018-08-30T13:41:13.949,35.910,-0.094,1.065,0.201
1535604073949,2018-08-30T13:41:13.949,35.910,-0.033,0.770,0.106
1535604073949,2018-08-30T13:41:13.949,35.910,-0.155,0.991,0.150
1535604074062,2018-08-30T13:41:14.062,36.023,-0.075,0.838,0.242
1535604074062,2018-08-30T13:41:14.062,36.023,-0.032,0.753,0.277
1535604074062,2018-08-30T13:41:14.062,36.023,-0.058,0.845,0.285
1535604074338,2018-08-30T13:41:14.338,36.299,-0.073,1.026,0.337
1535604074338,2018-08-30T13:41:14.338,36.299,-0.105,1.230,0.369
1535604074338,2018-08-30T13:41:14.338,36.299,-0.217,0.848,0.241
1535604074663,2018-08-30T13:41:14.663,36.624,-0.253,0.816,0.176
1535604074663,2018-08-30T13:41:14.663,36.624,-0.244,0.940,0.207
1535604074663,2018-08-30T13:41:14.663,36.624,-0.178,0.792,0.246
1535604074781,2018-08-30T13:41:14.781,36.742,-0.151,0.837,0.283
1535604074781,2018-08-30T13:41:14.781,36.742,-0.184,0.943,0.290
1535604074781,2018-08-30T13:41:14.781,36.742,-0.192,1.184,0.354
1535604075465,2018-08-30T13:41:15.465,37.426,-0.079,1.042,0.229
1535604075465,2018-08-30T13:41:15.465,37.426,0.001,0.794,0.164
1535604075465,2018-08-30T13:41:15.465,37.426,-0.087,0.948,0.206
1535604075531,2018-08-30T13:41:15.531,37.492,-0.014,0.796,0.291
1535604075531,2018-08-30T13:41:15.531,37.492,-0.001,0.771,0.337
1535604075531,2018-08-30T13:41:15.531,37.492,-0.024,0.830,0.340
1535604075535,2018-08-30T13:41:15.535,37.496,-0.053,1.022,0.392
1535604075535,2018-08-30T13:41:15.535,37.496,-0.129,1.183,0.396
1535604075535,2018-08-30T13:41:15.535,37.496,-0.185,0.758,0.260
1535604075760,2018-08-30T13:41:15.760,37.721,-0.203,0.937,0.213
1535604075760,2018-08-30T13:41:15.760,37.721,-0.184,0.898,0.274
1535604075760,2018-08-30T13:41:15.760,37.721,-0.154,0.752,0.335
1535604076008,2018-08-30T13:41:16.008,37.969,-0.170,0.813,0.295
1535604076008,2018-08-30T13:41:16.008,37.969,-0.135,0.910,0.333
1535604076008,2018-08-30T13:41:16.008,37.969,-0.201,1.064,0.419
1535604076244,2018-08-30T13:41:16.244,38.205,-0.149,1.157,0.400
1535604076244,2018-08-30T13:41:16.244,38.205,-0.010,0.762,0.214
1535604076244,2018-08-30T13:41:16.244,38.205,-0.036,0.862,0.186
1535604076553,2018-08-30T13:41:16.553,38.514,-0.098,0.962,0.265
1535604076553,2018-08-30T13:41:16.553,38.514,-0.027,0.786,0.300
1535604076553,2018-08-30T13:41:16.553,38.514,-0.034,0.793,0.268
1535604076801,2018-08-30T13:41:16.801,38.762,-0.069,0.903,0.341
1535604076801,2018-08-30T13:41:16.801,38.762,-0.079,1.202,0.374
1535604076801,2018-08-30T13:41:16.801,38.762,-0.185,1.138,0.282
1535604076978,2018-08-30T13:41:16.978,38.939,-0.248,0.682,0.113
1535604076978,2018-08-30T13:41:16.978,38.939,-0.255,0.963,0.142
1535604076978,2018-08-30T13:41:16.978,38.939,-0.210,0.783,0.244
1535604077277,2018-08-30T13:41:17.277,39.238,-0.161,0.778,0.262
1535604077277,2018-08-30T13:41:17.277,39.238,-0.185,0.902,0.245
1535604077277,2018-08-30T13:41:17.277,39.238,-0.193,1.042,0.296
1535604077459,2018-08-30T13:41:17.459,39.420,-0.172,1.249,0.273
1535604077459,2018-08-30T13:41:17.459,39.420,-0.035,0.904,0.109
1535604077459,2018-08-30T13:41:17.459,39.420,-0.129,0.921,0.108
1535604077705,2018-08-30T13:41:17.705,39.666,-0.120,0.878,0.201
1535604077705,2018-08-30T13:41:17.705,39.666,-0.012,0.756,0.306
1535604077705,2018-08-30T13:41:17.705,39.666,-0.033,0.799,0.340
1535604077953,2018-08-30T13:41:17.953,39.914,-0.098,0.922,0.375
1535604077953,2018-08-30T13:41:17.953,39.914,-0.093,1.083,0.414
1535604077953,2018-08-30T13:41:17.953,39.914,-0.231,0.978,0.412
1535604078189,2018-08-30T13:41:18.189,40.150,-0.294,0.741,0.269
1535604078189,2018-08-30T13:41:18.189,40.150,-0.169,0.899,0.270
1535604078189,2018-08-30T13:41:18.189,40.150,-0.170,0.758,0.256
1535604078437,2018-08-30T13:41:18.437,40.398,-0.193,0.857,0.299
1535604078437,2018-08-30T13:41:18.437,40.398,-0.181,0.910,0.320
1535604078437,2018-08-30T13:41:18.437,40.398,-0.205,1.107,0.394
1535604078685,2018-08-30T13:41:18.685,40.646,-0.115,1.188,0.304
1535604078685,2018-08-30T13:41:18.685,40.646,0.020,0.765,0.139
1535604078685,2018-08-30T13:41:18.685,40.646,-0.097,0.938,0.184
1535604078921,2018-08-30T13:41:18.921,40.882,-0.068,0.833,0.280
1535604078921,2018-08-30T13:41:18.921,40.882,0.006,0.766,0.335
1535604078921,2018-08-30T13:41:18.921,40.882,-0.006,0.837,0.322
1535604079168,2018-08-30T13:41:19.168,41.129,-0.079,1.006,0.364
1535604079168,2018-08-30T13:41:19.168,41.129,-0.167,1.259,0.388
1535604079168,2018-08-30T13:41:19.168,41.129,-0.187,0.771,0.231
1535604079407,2018-08-30T13:41:19.407,41.368,-0.199,0.864,0.159
1535604079407,2018-08-30T13:41:19.407,41.368,-0.206,0.896,0.217
1535604079407,2018-08-30T13:41:19.407,41.368,-0.159,0.781,0.264
1535604079652,2018-08-30T13:41:19.652,41.613,-0.162,0.838,0.254
1535604079652,2018-08-30T13:41:19.652,41.613,-0.154,1.019,0.291
1535604079652,2018-08-30T13:41:19.652,41.613,-0.148,1.147,0.347
1535604079900,2018-08-30T13:41:19.900,41.861,-0.023,0.989,0.215
1535604079900,2018-08-30T13:41:19.900,41.861,-0.059,0.872,0.136
1535604079900,2018-08-30T13:41:19.900,41.861,-0.167,0.912,0.217
1535604080136,2018-08-30T13:41:20.136,42.097,-0.090,0.818,0.283
1535604080136,2018-08-30T13:41:20.136,42.097,-0.028,0.789,0.296
1535604080136,2018-08-30T13:41:20.136,42.097,-0.047,0.844,0.291
1535604080384,2018-08-30T13:41:20.384,42.345,-0.074,1.085,0.324
1535604080384,2018-08-30T13:41:20.384,42.345,-0.177,1.226,0.328
1535604080384,2018-08-30T13:41:20.384,42.345,-0.181,0.721,0.186
1535604080632,2018-08-30T13:41:20.632,42.593,-0.174,0.953,0.177
1535604080632,2018-08-30T13:41:20.632,42.593,-0.153,0.827,0.229
1535604080632,2018-08-30T13:41:20.632,42.593,-0.154,0.778,0.265
1535604080867,2018-08-30T13:41:20.867,42.828,-0.141,0.920,0.300
1535604080867,2018-08-30T13:41:20.867,42.828,-0.128,0.970,0.337
1535604080867,2018-08-30T13:41:20.867,42.828,-0.204,1.154,0.325
1535604081115,2018-08-30T13:41:21.115,43.076,-0.064,0.999,0.219
1535604081115,2018-08-30T13:41:21.115,43.076,0.009,0.841,0.178
1535604081115,2018-08-30T13:41:21.115,43.076,-0.169,0.970,0.231
1535604081362,2018-08-30T13:41:21.362,43.323,-0.083,0.773,0.292
1535604081362,2018-08-30T13:41:21.362,43.323,-0.021,0.716,0.304
1535604081362,2018-08-30T13:41:21.362,43.323,-0.063,0.917,0.314
1535604081597,2018-08-30T13:41:21.597,43.558,-0.134,1.167,0.417
1535604081597,2018-08-30T13:41:21.597,43.558,-0.199,1.123,0.380
1535604081597,2018-08-30T13:41:21.597,43.558,-0.191,0.652,0.194
1535604081845,2018-08-30T13:41:21.845,43.806,-0.227,0.923,0.169
1535604081845,2018-08-30T13:41:21.845,43.806,-0.199,0.883,0.252
1535604081845,2018-08-30T13:41:21.845,43.806,-0.180,0.759,0.287
1535604082081,2018-08-30T13:41:22.081,44.042,-0.195,0.852,0.285
1535604082081,2018-08-30T13:41:22.081,44.042,-0.189,1.020,0.310
1535604082081,2018-08-30T13:41:22.081,44.042,-0.197,1.221,0.335
1535604082330,2018-08-30T13:41:22.330,44.291,0.003,0.977,0.170
1535604082330,2018-08-30T13:41:22.330,44.291,-0.080,0.816,0.155
1535604082330,2018-08-30T13:41:22.330,44.291,-0.130,0.913,0.215
1535604082578,2018-08-30T13:41:22.578,44.539,-0.033,0.755,0.282
1535604082578,2018-08-30T13:41:22.578,44.539,-0.026,0.834,0.336
1535604082578,2018-08-30T13:41:22.578,44.539,-0.079,0.938,0.375
1535604082814,2018-08-30T13:41:22.814,44.775,-0.172,1.185,0.386
1535604082814,2018-08-30T13:41:22.814,44.775,-0.251,0.949,0.273
1535604082814,2018-08-30T13:41:22.814,44.775,-0.186,0.743,0.180
1535604083061,2018-08-30T13:41:23.061,45.022,-0.177,0.926,0.211
1535604083061,2018-08-30T13:41:23.061,45.022,-0.182,0.783,0.252
1535604083061,2018-08-30T13:41:23.061,45.022,-0.186,0.815,0.259
1535604083309,2018-08-30T13:41:23.309,45.270,-0.214,0.936,0.266
1535604083309,2018-08-30T13:41:23.309,45.270,-0.240,1.184,0.318
1535604083309,2018-08-30T13:41:23.309,45.270,-0.095,1.146,0.239
1535604083545,2018-08-30T13:41:23.545,45.506,-0.050,0.700,0.156
1535604083545,2018-08-30T13:41:23.545,45.506,-0.205,0.953,0.134
1535604083545,2018-08-30T13:41:23.545,45.506,-0.066,0.897,0.251
1535604083793,2018-08-30T13:41:23.793,45.754,-0.036,0.756,0.373
1535604083793,2018-08-30T13:41:23.793,45.754,-0.073,0.884,0.392
1535604083793,2018-08-30T13:41:23.793,45.754,-0.096,0.994,0.377
1535604084029,2018-08-30T13:41:24.029,45.990,-0.147,1.249,0.392
1535604084029,2018-08-30T13:41:24.029,45.990,-0.181,0.708,0.284
1535604084029,2018-08-30T13:41:24.029,45.990,-0.231,0.807,0.206
1535604084277,2018-08-30T13:41:24.277,46.238,-0.227,0.901,0.248
1535604084277,2018-08-30T13:41:24.277,46.238,-0.171,0.746,0.285
1535604084277,2018-08-30T13:41:24.277,46.238,-0.180,0.842,0.265
1535604084524,2018-08-30T13:41:24.524,46.485,-0.196,0.971,0.306
1535604084524,2018-08-30T13:41:24.524,46.485,-0.212,1.198,0.342
1535604084524,2018-08-30T13:41:24.524,46.485,-0.080,1.025,0.215
1535604084760,2018-08-30T13:41:24.760,46.721,-0.056,0.787,0.192
1535604084760,2018-08-30T13:41:24.760,46.721,-0.147,0.937,0.255
1535604084760,2018-08-30T13:41:24.760,46.721,-0.190,0.743,0.265
1535604085007,2018-08-30T13:41:25.007,46.968,-0.092,0.826,0.278
1535604085007,2018-08-30T13:41:25.007,46.968,-0.004,0.961,0.339
1535604085007,2018-08-30T13:41:25.007,46.968,-0.060,1.073,0.396
1535604085255,2018-08-30T13:41:25.255,47.216,-0.164,1.023,0.310
1535604085255,2018-08-30T13:41:25.255,47.216,-0.254,0.799,0.203
1535604085255,2018-08-30T13:41:25.255,47.216,-0.176,0.925,0.229
1535604085491,2018-08-30T13:41:25.491,47.452,-0.146,0.767,0.274
1535604085491,2018-08-30T13:41:25.491,47.452,-0.149,0.831,0.306
1535604085491,2018-08-30T13:41:25.491,47.452,-0.145,0.907,0.292
1535604085738,2018-08-30T13:41:25.738,47.699,-0.167,1.176,0.355
1535604085738,2018-08-30T13:41:25.738,47.699,-0.101,1.148,0.254
1535604085738,2018-08-30T13:41:25.738,47.699,0.050,0.685,0.118
1535604085986,2018-08-30T13:41:25.986,47.947,-0.079,0.960,0.151
1535604085986,2018-08-30T13:41:25.986,47.947,-0.127,0.868,0.221
1535604085986,2018-08-30T13:41:25.986,47.947,-0.028,0.803,0.279
1535604086222,2018-08-30T13:41:26.222,48.183,-0.038,0.830,0.316
1535604086222,2018-08-30T13:41:26.222,48.183,-0.107,1.117,0.309
1535604086222,2018-08-30T13:41:26.222,48.183,-0.213,1.255,0.272
1535604086470,2018-08-30T13:41:26.470,48.431,-0.271,0.761,0.129
1535604086470,2018-08-30T13:41:26.470,48.431,-0.192,0.948,0.137
1535604086470,2018-08-30T13:41:26.470,48.431,-0.136,0.790,0.190
1535604086706,2018-08-30T13:41:26.706,48.667,-0.171,0.785,0.235
1535604086706,2018-08-30T13:41:26.706,48.667,-0.197,0.863,0.242
1535604086706,2018-08-30T13:41:26.706,48.667,-0.201,1.033,0.285
1535604086953,2018-08-30T13:41:26.953,48.914,-0.190,1.266,0.297
1535604086953,2018-08-30T13:41:26.953,48.914,-0.030,0.836,0.155
1535604086953,2018-08-30T13:41:26.953,48.914,-0.112,0.932,0.168
1535604087201,2018-08-30T13:41:27.201,49.162,-0.157,0.873,0.217
1535604087201,2018-08-30T13:41:27.201,49.162,-0.056,0.761,0.288
1535604087201,2018-08-30T13:41:27.201,49.162,-0.044,0.797,0.312
1535604087455,2018-08-30T13:41:27.455,49.416,-0.079,0.985,0.369
1535604087455,2018-08-30T13:41:27.455,49.416,-0.155,1.294,0.385
1535604087455,2018-08-30T13:41:27.455,49.416,-0.183,0.776,0.244
1535604087684,2018-08-30T13:41:27.684,49.645,-0.213,0.793,0.143
1535604087684,2018-08-30T13:41:27.684,49.645,-0.266,0.932,0.221
1535604087684,2018-08-30T13:41:27.684,49.645,-0.181,0.777,0.281
1535604087932,2018-08-30T13:41:27.932,49.893,-0.160,0.835,0.291
1535604087932,2018-08-30T13:41:27.932,49.893,-0.145,0.979,0.288
1535604087932,2018-08-30T13:41:27.932,49.893,-0.180,1.169,0.346
1535604088169,2018-08-30T13:41:28.169,50.130,-0.091,1.007,0.289
1535604088169,2018-08-30T13:41:28.169,50.130,-0.039,0.789,0.197
1535604088169,2018-08-30T13:41:28.169,50.130,-0.182,0.966,0.252
1535604088415,2018-08-30T13:41:28.415,50.376,-0.077,0.772,0.304
1535604088415,2018-08-30T13:41:28.415,50.376,-0.029,0.739,0.318
1535604088415,2018-08-30T13:41:28.415,50.376,-0.078,0.860,0.334
1535604088653,2018-08-30T13:41:28.653,50.614,-0.111,1.136,0.394
1535604088653,2018-08-30T13:41:28.653,50.614,-0.185,1.149,0.368
1535604088653,2018-08-30T13:41:28.653,50.614,-0.218,0.708,0.241
1535604088900,2018-08-30T13:41:28.900,50.861,-0.222,0.908,0.208
1535604088900,2018-08-30T13:41:28.900,50.861,-0.150,0.854,0.260
1535604088900,2018-08-30T13:41:28.900,50.861,-0.159,0.790,0.278
1535604089148,2018-08-30T13:41:29.148,51.109,-0.165,0.854,0.294
1535604089148,2018-08-30T13:41:29.148,51.109,-0.149,0.972,0.346
1535604089148,2018-08-30T13:41:29.148,51.109,-0.183,1.245,0.339
1535604089384,2018-08-30T13:41:29.384,51.345,-0.068,0.974,0.178
1535604089384,2018-08-30T13:41:29.384,51.345,-0.075,0.831,0.114
1535604089384,2018-08-30T13:41:29.384,51.345,-0.130,0.934,0.210
1535604089631,2018-08-30T13:41:29.631,51.592,-0.029,0.753,0.294
1535604089631,2018-08-30T13:41:29.631,51.592,-0.023,0.778,0.331
1535604089631,2018-08-30T13:41:29.631,51.592,-0.058,0.904,0.343
1535604089879,2018-08-30T13:41:29.879,51.840,-0.131,1.213,0.362
1535604089879,2018-08-30T13:41:29.879,51.840,-0.236,1.032,0.274
1535604089879,2018-08-30T13:41:29.879,51.840,-0.223,0.757,0.117
1535604090115,2018-08-30T13:41:30.115,52.076,-0.206,0.984,0.160
1535604090115,2018-08-30T13:41:30.115,52.076,-0.179,0.763,0.241
1535604090115,2018-08-30T13:41:30.115,52.076,-0.173,0.796,0.253
1535604090362,2018-08-30T13:41:30.362,52.323,-0.180,0.885,0.279
1535604090362,2018-08-30T13:41:30.362,52.323,-0.181,1.062,0.350
1535604090362,2018-08-30T13:41:30.362,52.323,-0.118,1.233,0.310
1535604090610,2018-08-30T13:41:30.610,52.571,0.017,0.788,0.166
1535604090610,2018-08-30T13:41:30.610,52.571,-0.080,0.884,0.208
1535604090610,2018-08-30T13:41:30.610,52.571,-0.071,0.862,0.249
1535604090846,2018-08-30T13:41:30.846,52.807,-0.158,0.785,0.256
1535604090846,2018-08-30T13:41:30.846,52.807,0.026,0.932,0.283
1535604090846,2018-08-30T13:41:30.846,52.807,0.000,1.014,0.333
1535604091094,2018-08-30T13:41:31.094,53.055,-0.076,1.250,0.313
1535604091094,2018-08-30T13:41:31.094,53.055,-0.197,0.773,0.138
1535604091094,2018-08-30T13:41:31.094,53.055,-0.204,0.897,0.159
1535604091331,2018-08-30T13:41:31.331,53.292,-0.090,0.863,0.205
1535604091331,2018-08-30T13:41:31.331,53.292,-0.133,0.798,0.270
1535604091331,2018-08-30T13:41:31.331,53.292,-0.117,0.871,0.294
1535604091577,2018-08-30T13:41:31.577,53.538,-0.118,1.005,0.301
1535604091577,2018-08-30T13:41:31.577,53.538,-0.150,1.228,0.332
1535604091577,2018-08-30T13:41:31.577,53.538,0.017,0.876,0.191
1535604091825,2018-08-30T13:41:31.825,53.786,-0.054,0.871,0.134
1535604091825,2018-08-30T13:41:31.825,53.786,-0.151,0.965,0.232
1535604091825,2018-08-30T13:41:31.825,53.786,-0.043,0.748,0.307
1535604092062,2018-08-30T13:41:32.062,54.023,-0.025,0.766,0.301
1535604092062,2018-08-30T13:41:32.062,54.023,-0.074,0.968,0.309
1535604092062,2018-08-30T13:41:32.062,54.023,-0.157,1.199,0.356
1535604092309,2018-08-30T13:41:32.309,54.270,-0.199,0.900,0.284
1535604092309,2018-08-30T13:41:32.309,54.270,-0.178,0.847,0.232
1535604092309,2018-08-30T13:41:32.309,54.270,-0.097,0.904,0.243
1535604092556,2018-08-30T13:41:32.556,54.517,-0.129,0.845,0.287
1535604092556,2018-08-30T13:41:32.556,54.517,-0.124,0.842,0.294
1535604092556,2018-08-30T13:41:32.556,54.517,-0.121,0.823,0.350
1535604092792,2018-08-30T13:41:32.792,54.753,-0.194,1.131,0.367
1535604092792,2018-08-30T13:41:32.792,54.753,-0.172,1.181,0.270
1535604092792,2018-08-30T13:41:32.792,54.753,-0.091,0.669,0.150
1535604093051,2018-08-30T13:41:33.051,55.012,-0.216,0.948,0.210
1535604093051,2018-08-30T13:41:33.051,55.012,-0.120,0.842,0.226
1535604093051,2018-08-30T13:41:33.051,55.012,-0.103,0.850,0.266
1535604093276,2018-08-30T13:41:33.276,55.237,-0.095,0.888,0.302
1535604093276,2018-08-30T13:41:33.276,55.237,-0.139,1.026,0.306
1535604093276,2018-08-30T13:41:33.276,55.237,-0.208,1.134,0.307
1535604093524,2018-08-30T13:41:33.524,55.485,-0.225,0.832,0.223
1535604093524,2018-08-30T13:41:33.524,55.485,-0.199,0.969,0.191
1535604093524,2018-08-30T13:41:33.524,55.485,-0.104,0.805,0.224
1535604093771,2018-08-30T13:41:33.771,55.732,-0.145,0.714,0.274
1535604093771,2018-08-30T13:41:33.771,55.732,-0.195,0.848,0.302
1535604093771,2018-08-30T13:41:33.771,55.732,-0.191,1.039,0.340
1535604094007,2018-08-30T13:41:34.007,55.968,-0.191,1.234,0.341
1535604094007,2018-08-30T13:41:34.007,55.968,-0.030,0.889,0.219
1535604094007,2018-08-30T13:41:34.007,55.968,-0.071,0.839,0.185
1535604094255,2018-08-30T13:41:34.255,56.216,-0.153,0.938,0.215
1535604094255,2018-08-30T13:41:34.255,56.216,-0.059,0.812,0.316
1535604094255,2018-08-30T13:41:34.255,56.216,-0.037,0.791,0.334
1535604094503,2018-08-30T13:41:34.503,56.464,-0.069,0.900,0.335
1535604094503,2018-08-30T13:41:34.503,56.464,-0.098,1.102,0.345
1535604094503,2018-08-30T13:41:34.503,56.464,-0.188,1.067,0.312
1535604094739,2018-08-30T13:41:34.739,56.700,-0.230,0.756,0.237
1535604094739,2018-08-30T13:41:34.739,56.700,-0.175,0.915,0.228
1535604094739,2018-08-30T13:41:34.739,56.700,-0.139,0.794,0.268
1535604094986,2018-08-30T13:41:34.986,56.947,-0.176,0.820,0.290
1535604094986,2018-08-30T13:41:34.986,56.947,-0.180,0.872,0.307
1535604094986,2018-08-30T13:41:34.986,56.947,-0.190,1.014,0.332
